id_movimiento,fecha,sku,refaccion,categoria,region,cantidad,costo_unitario,costo_total,lead_time_dias,critica,hubo_stockout
MOV-00041,29/09/2025,REF-107,Termostato mecanico,Control,Centro,-2.0,288.65,577.3,3,No,False
MOV-00017,20/08/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,,16268.13,12,Si,False
MOV-01421,10/10/2025,REF-117,Sensor de temperatura,Control,Norte,2.0,301.62,603.24,4,No,False
MOV-00488,29/10/2025,REF-107,Termostato mecanico,Control,Norte,1.0,284.12,284.12,3,No,False
MOV-00493,21/09/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,1.0,7790.35,7790.35,18,Si,False
MOV-00986,26/12/2025,REF-118,Contactor,Electrico,Centro,1.0,441.47,441.47,5,No,False
MOV-00917,23/01/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,,1552.77,1552.77,6,Si,False
MOV-00066,20/08/2025,REF-108,Empaque de puerta,Sello,Norte,2.0,506.62,1013.24,7,Si,True
MOV-00059,02/06/2025,REF-117,Sensor de temperatura,Control,Norte,1.0,335.01,335.01,4,No,False
MOV-01140,08/01/2025,REF-110,Ventilador condensador,Ventilacion,Centro,1.0,1036.8,1036.8,9,No,False
MOV-01942,09/06/2025,REF-113,Filtro deshidratador,Filtro, Occidente,3.0,157.43,472.29,5,No,False
MOV-00028,26/04/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,462.62,462.62,7,Si,False
MOV-00871,02/04/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,3.0,6640.94,19922.82,14,Si,False
MOV-00826,22/07/2025,REF-113,Filtro deshidratador,Filtro,Occidente,3.0,155.68,467.04,5,No,False
MOV-01257,19/08/2025,REF-108,Empaque de puerta,Sello,Bajio,1.0,532.84,532.84,7,Si,False
MOV-01738,11/02/2025,REF-114,Valvula de expansion,Control,Bajio,3.0,1497.2,4491.6,11,No,False
MOV-00709,10/03/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,1.0,8719.47,8719.47,18,Si,False
MOV-00320,03/10/2025,REF-112,Capacitor de arranque,Electrico,Centro,3.0,259.15,777.45,4,No,False
MOV-00926,22/06/2025,REF-106,Termostato digital,Control,BAJIO,3.0,640.76,1922.28,5,No,True
MOV-00181,22/02/2025,REF-114,Valvula de expansion,Control,Centro,1.0,1317.7,1317.7,11,No,False
MOV-00147,26/02/2025,REF-108,Empaque de puerta,Sello,Bajio,3.0,539.96,1619.88,7,Si,True
MOV-02088,29/06/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,3.0,986.24,2958.72,4,Si,False
MOV-01148,06/07/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,3.0,904.38,2713.14,8,No,False
MOV-00633,14/07/2025,REF-106,Termostato digital,Control,Occidente,3.0,623.46,1870.38,5,No,False
MOV-01734,18/09/2025,REF-107,Termostato mecanico,Control,Sureste,3.0,278.18,834.54,3,No,False
MOV-00817,09/04/2025,REF-107,Termostato mecanico,Control,Bajio,3.0,283.65,850.95,3,No,False
MOV-02096,14/06/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,3.0,7771.92,23315.76,18,Si,True
MOV-00290,22/01/2025,REF-114,Valvula de expansion,Control,Norte,1.0,1351.04,1351.04,11,No,False
MOV-00992,11/07/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6514.01,13028.02,14,Si,False
MOV-00288,14/12/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,2.0,6822.66,13645.32,14,Si,False
MOV-00350,04/04/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,3.0,878.83,2636.49,8,No,False
MOV-02054,14/05/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,4.0,8287.71,33150.84,18,Si,False
MOV-00892,18/08/2025,REF-118,Contactor,Electrico,Norte,1.0,462.03,462.03,5,No,False
MOV-00264,02/04/2025,REF-111,Rele de arranque,Electrico,Norte,2.0,173.74,347.48,3,No,False
MOV-01949,17/08/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,3.0,999.41,2998.23,4,Si,False
MOV-00204,03/02/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,2.0,5337.84,10675.68,12,Si,False
MOV-00516,26/06/2025,REF-108,Empaque de puerta,Sello,Sureste,3.0,541.61,1624.83,7,Si,False
MOV-02067,16/07/2025,REF-110,Ventilador condensador,Ventilacion,OCCIDENTE,3.0,1032.31,3096.93,9,No,False
MOV-00756,20/09/2025,REF-117,Sensor de temperatura,Control,Centro,1.0,318.06,318.06,4,No,False
MOV-00071,06/08/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,4995.96,14987.88,12,Si,False
MOV-00694,18/06/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,5.0,5435.84,27179.2,12,Si,False
MOV-00129,07/10/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Occidente,1.0,1599.27,1599.27,6,Si,False
MOV-00483,18/09/2025,REF-112,Capacitor de arranque,Electrico,Occidente,3.0,,801.06,4,No,False
MOV-01726,22/11/2025,REF-106,Termostato digital,Control,Centro,3.0,673.13,2019.39,5,No,False
MOV-00824,10/07/2025,REF-107,Termostato mecanico,Control,Sureste,2.0,319.76,639.52,3,No,False
MOV-01389,07/06/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,3.0,1606.39,4819.17,6,Si,False
MOV-01222,08/03/2025,REF-116,Motor de damper,Ventilacion,Centro,2.0,788.3,1576.6,10,No,False
MOV-01618,16/10/2025,REF-116,Motor de damper,Ventilacion,Norte,2.0,791.9,1583.8,10,No,False
MOV-01295,09/01/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,3.0,1023.91,3071.73,4,Si,False
MOV-01019,15/11/2025,REF-107,Termostato mecanico,Control,Centro,3.0,313.25,939.75,3,No,False
MOV-00411,31/10/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6447.77,12895.54,14,Si,False
MOV-01338,25/02/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,2.0,4916.46,9832.92,12,Si,False
MOV-01528,25/09/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,5411.83,16235.49,12,Si,False
MOV-01692,25/08/2025,REF-112,Capacitor de arranque,Electrico,Centro,1.0,256.71,256.71,4,No,False
MOV-02021,18/12/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,2.0,5463.66,10927.32,12,Si,False
MOV-00891,16/11/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,1.0,922.03,922.03,4,Si,False
MOV-01922,10/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,3.0,1046.68,3140.04,4,Si,False
MOV-01549,28/06/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,2.0,1059.26,2118.52,4,Si,False
MOV-00716,13/11/2025,REF-114,Valvula de expansion,Control,Norte,3.0,1472.81,4418.43,11,No,False
MOV-00753,20/11/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,3.0,8424.22,25272.66,18,Si,False
MOV-00757,13/12/2025,REF-117,Sensor de temperatura,Control,Norte,1.0,351.88,351.88,4,No,False
MOV-01193,02/11/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,3.0,8328.44,24985.32,18,Si,False
MOV-00751,05/09/2025,REF-110,Ventilador condensador,Ventilacion,Centro,2.0,1077.81,2155.62,9,No,False
MOV-01169,17/04/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,476.35,476.35,7,Si,False
MOV-01988,31/01/2025,REF-101,Compresor 1/3 HP,Compresor,Sureste,2.0,5282.99,10565.98,12,Si,True
MOV-01250,20/09/2025,REF-113,Filtro deshidratador,Filtro,Norte,3.0,173.03,519.09,5,No,False
MOV-00372,05/10/2025,REF-114,Valvula de expansion,Control,Norte,1.0,1475.35,1475.35,11,No,False
MOV-00707,16/06/2025,REF-108,Empaque de puerta,Sello, Sureste,2.0,515.97,1031.94,7,Si,True
MOV-00329,27/03/2025,REF-116,Motor de damper,Ventilacion,Sureste,1.0,892.91,892.91,10,No,False
MOV-01089,23/12/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,3.0,6070.46,18211.38,14,Si,False
MOV-01906,07/07/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,2.0,958.28,1916.56,4,Si,False
MOV-00616,29/01/2025,REF-112,Capacitor de arranque,Electrico,Bajio,3.0,253.37,760.11,4,No,False
MOV-00761,02/11/2025,REF-117,Sensor de temperatura,Control,Norte,1.0,,298.18,4,No,False
MOV-01628,06/06/2025,REF-113,Filtro deshidratador,Filtro,Sureste,2.0,155.25,310.5,5,No,False
MOV-02084,23/10/2025,REF-112,Capacitor de arranque,Electrico,Norte,2.0,250.68,501.36,4,No,False
MOV-00319,28/01/2025,REF-115,Resistencia de deshielo,Electrico,Centro,1.0,526.68,526.68,6,No,True
MOV-01704,30/09/2025,REF-113,Filtro deshidratador,Filtro,Norte,3.0,158.59,475.77,5,No,False
MOV-00291,26/10/2025,REF-118,Contactor,Electrico,Centro,3.0,413.01,1239.03,5,No,False
MOV-00038,02/11/2025,REF-115,Resistencia de deshielo,Electrico,Centro,3.0,539.74,1619.22,6,No,False
MOV-00887,14/08/2025,REF-112,Capacitor de arranque,Electrico,Bajio,1.0,249.08,249.08,4,No,True
MOV-00985,27/08/2025,REF-114,Valvula de expansion,Control,Occidente,1.0,1296.76,1296.76,11,No,False
MOV-01941,23/02/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,1.0,5902.61,5902.61,14,Si,False
MOV-01486,14/12/2025,REF-116,Motor de damper,Ventilacion,Centro,2.0,860.96,1721.92,10,No,False
MOV-00122,22/04/2025,REF-101,Compresor 1/3 HP,Compresor,Sureste,3.0,4902.62,14707.86,12,Si,False
MOV-00558,08/01/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,3.0,6343.64,19030.92,14,Si,False
MOV-00500,28/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,3.0,1071.38,3214.14,4,Si,False
MOV-01757,28/05/2025,REF-106,Termostato digital,Control,Sureste,3.0,695.5,2086.5,5,No,False
MOV-01774,21/11/2025,REF-115,Resistencia de deshielo,Electrico,Bajio,2.0,620.49,1240.98,6,No,False
MOV-01039,09/11/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,2.0,1032.58,2065.16,4,Si,True
MOV-01582,12/05/2025,REF-118,Contactor,Electrico,Bajio,1.0,423.06,423.06,5,No,False
MOV-01690,09/06/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,538.64,538.64,7,Si,False
MOV-00860,12/05/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,4616.03,13848.09,12,Si,False
MOV-01401,04/12/2025,REF-116,Motor de damper,Ventilacion,Bajio,3.0,755.09,2265.27,10,No,False
MOV-01660,20/12/2025,REF-112,Capacitor de arranque,Electrico,Centro,3.0,255.38,766.14,4,No,False
MOV-01677,05/07/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,2.0,952.75,1905.5,4,Si,False
MOV-00127,04/09/2025,REF-108,Empaque de puerta,Sello,CENTRO,1.0,470.78,470.78,7,Si,False
MOV-00313,13/06/2025,REF-114,Valvula de expansion,Control,Sureste,2.0,1302.95,2605.9,11,No,False
MOV-01482,10/09/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,3.0,1396.39,4189.17,6,Si,True
MOV-00298,11/07/2025,REF-113,Filtro deshidratador,Filtro,Norte,2.0,170.29,340.58,5,No,False
MOV-01976,19/11/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,1.0,5283.03,5283.03,12,Si,True
MOV-01519,03/08/2025,REF-116,Motor de damper,Ventilacion,Bajio,2.0,803.45,1606.9,10,No,True
MOV-01926,28/03/2025,REF-107,Termostato mecanico,Control,Occidente,3.0,313.35,940.05,3,No,False
MOV-00592,31/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Occidente,1.0,1540.97,1540.97,6,Si,False
MOV-00005,10/10/2025,REF-118,Contactor,Electrico,Norte,1.0,423.61,423.61,5,No,False
MOV-02008,10/11/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,1.0,1000.51,1000.51,4,Si,False
MOV-01249,25/11/2025,REF-114,Valvula de expansion,Control,Occidente,1.0,1343.04,1343.04,11,No,False
MOV-00841,27/06/2025,REF-111,Rele de arranque,Electrico,Bajio,2.0,195.56,391.12,3,No,False
MOV-01171,22/05/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,2.0,5283.37,10566.74,12,Si,True
MOV-00102,26/04/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,3.0,957.88,2873.64,4,Si,False
MOV-00805,11/08/2025,REF-114,Valvula de expansion,Control,Centro,1.0,1535.72,1535.72,11,No,False
MOV-00897,03/06/2025,REF-109,Ventilador evaporador,Ventilacion,Centro,3.0,1022.84,3068.52,8,No,False
MOV-00286,12/12/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,1.0,5041.0,5041.0,12,Si,False
MOV-01208,12/08/2025,REF-112,Capacitor de arranque,Electrico,Centro,3.0,261.29,783.87,4,No,True
MOV-01388,26/11/2025,REF-112,Capacitor de arranque,Electrico,Norte,2.0,261.97,523.94,4,No,False
MOV-00380,20/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,2.0,1063.4,2126.8,4,Si,False
MOV-00223,28/06/2025,REF-107,Termostato mecanico,Control,Norte,1.0,282.52,282.52,3,No,False
MOV-01898,14/02/2025,REF-115,Resistencia de deshielo,Electrico,Occidente,3.0,566.13,1698.39,6,No,False
MOV-01264,26/05/2025,REF-116,Motor de damper,Ventilacion,Occidente,1.0,803.83,803.83,10,No,True
MOV-00388,22/12/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,1.0,6201.7,6201.7,14,Si,False
MOV-01122,03/07/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,3.0,975.9,2927.7,8,No,False
MOV-01224,22/08/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,1.0,935.07,935.07,8,No,False
MOV-00145,01/12/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,2.0,1331.33,2662.66,6,Si,False
MOV-00087,14/11/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,3.0,1496.98,4490.94,6,Si,False
MOV-00074,08/09/2025,REF-115,Resistencia de deshielo,Electrico, Bajio,2.0,587.42,1174.84,6,No,False
MOV-00591,08/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,1.0,1083.2,1083.2,4,Si,False
MOV-00856,12/07/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Occidente,3.0,1346.72,4040.16,6,Si,False
MOV-00270,03/02/2025,REF-113,Filtro deshidratador,Filtro,Sureste,1.0,183.14,183.14,5,No,False
MOV-00632,09/09/2025,REF-108,Empaque de puerta,Sello,Occidente,2.0,524.9,1049.8,7,Si,False
MOV-01587,27/12/2025,REF-105,Gas refrigerante R-404a,Refrigerante, Centro,2.0,1356.65,2713.3,6,Si,False
MOV-01729,22/05/2025,REF-111,Rele de arranque,Electrico,Occidente,1.0,175.02,175.02,3,No,False
MOV-01760,26/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,1.0,949.37,949.37,4,Si,True
MOV-00569,11/09/2025,REF-118,Contactor,Electrico,Centro,2.0,425.13,850.26,5,No,False
MOV-01454,19/03/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,1.0,5411.1,5411.1,12,Si,False
MOV-00686,03/06/2025,REF-108,Empaque de puerta,Sello,Centro,3.0,508.31,1524.93,7,Si,False
MOV-00285,27/08/2025,REF-101,Compresor 1/3 HP,Compresor, Centro,3.0,5100.75,15302.25,12,Si,False
MOV-01851,31/03/2025,REF-114,Valvula de expansion,Control,Occidente,3.0,1398.18,4194.54,11,No,False
MOV-00821,09/03/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,1.0,953.8,953.8,8,No,False
MOV-00567,15/01/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,2.0,6312.03,12624.06,14,Si,False
MOV-01481,13/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,1.0,1334.05,1334.05,6,Si,False
MOV-01286,27/07/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,5.0,971.45,4857.25,4,Si,False
MOV-00647,25/04/2025,REF-107,Termostato mecanico,Control,Occidente,2.0,278.61,557.22,3,No,False
MOV-00499,17/06/2025,REF-113,Filtro deshidratador,Filtro,Occidente,3.0,155.28,465.84,5,No,True
MOV-02040,21/03/2025,REF-101,Compresor 1/3 HP,Compresor, Occidente,1.0,5420.5,5420.5,12,Si,False
MOV-00266,13/04/2025,REF-117,Sensor de temperatura,Control,Centro,2.0,312.06,624.12,4,No,False
MOV-01419,25/11/2025,REF-115,Resistencia de deshielo,Electrico,Bajio,2.0,519.46,1038.92,6,No,False
MOV-00194,02/05/2025,REF-110,Ventilador condensador,Ventilacion,Norte,1.0,1150.98,1150.98,9,No,False
MOV-01822,18/07/2025,REF-109,Ventilador evaporador,Ventilacion,Centro,1.0,954.56,954.56,8,No,False
MOV-01698,21/08/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,2.0,1458.6,2917.2,6,Si,False
MOV-00915,31/03/2025,REF-116,Motor de damper,Ventilacion,Centro,3.0,842.52,2527.56,10,No,False
MOV-01285,18/09/2025,REF-110,Ventilador condensador,Ventilacion,Norte,1.0,1099.01,1099.01,9,No,False
MOV-01312,27/12/2025,REF-108,Empaque de puerta,Sello,Occidente,3.0,469.38,1408.14,7,Si,False
MOV-01552,08/05/2025,REF-109,Ventilador evaporador,Ventilacion,Bajio,2.0,909.26,1818.52,8,No,False
MOV-01353,19/10/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,-3.0,7716.63,23149.89,18,Si,False
MOV-00222,06/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,1.0,910.17,910.17,4,Si,True
MOV-00746,22/01/2025,REF-117,Sensor de temperatura,Control,Norte,3.0,343.68,1031.04,4,No,False
MOV-00200,17/08/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,4.0,4749.88,18999.52,12,Si,True
MOV-00907,05/08/2025,REF-117,Sensor de temperatura,Control,Norte,3.0,356.31,1068.93,4,No,False
MOV-00846,29/11/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,1.0,961.87,961.87,8,No,True
MOV-00116,08/02/2025,REF-114,Valvula de expansion,Control,Sureste,1.0,1446.08,1446.08,11,No,False
MOV-01143,10/12/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,2.0,1051.68,2103.36,4,Si,True
MOV-01086,21/02/2025,REF-116,Motor de damper,Ventilacion,Norte,3.0,873.04,2619.12,10,No,False
MOV-01913,18/01/2025,REF-106,Termostato digital,Control,Centro,1.0,642.51,642.51,5,No,False
MOV-01491,10/05/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,3.0,6106.09,18318.27,14,Si,True
MOV-01611,13/02/2025,REF-118,Contactor,Electrico,Bajio,2.0,409.21,818.42,5,No,False
MOV-00412,22/08/2025,REF-110,Ventilador condensador,Ventilacion,Norte,2.0,1073.56,2147.12,9,No,True
MOV-01625,13/09/2025,REF-118,Contactor,Electrico,Centro,3.0,438.41,1315.23,5,No,False
MOV-01052,23/09/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6179.01,12358.02,14,Si,False
MOV-01584,10/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante, Bajio,3.0,1386.37,4159.11,6,Si,False
MOV-00382,15/08/2025,REF-118,Contactor,Electrico,Occidente,3.0,,1400.88,5,No,False
MOV-01175,22/02/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,3.0,6216.31,18648.93,14,Si,True
MOV-01637,17/10/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,3.0,5981.87,17945.61,14,Si,False
MOV-01406,18/06/2025,REF-110,Ventilador condensador,Ventilacion,Centro,3.0,1172.96,3518.88,9,No,False
MOV-02015,02/09/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1343.67,4031.01,6,Si,False
MOV-00621,22/12/2025,REF-108,Empaque de puerta,Sello,Occidente,2.0,481.48,962.96,7,Si,False
MOV-00158,28/03/2025,REF-107,Termostato mecanico,Control,Centro,3.0,310.63,931.89,3,No,False
MOV-01932,11/11/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,2.0,1452.61,2905.22,6,Si,False
MOV-00210,04/10/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,3.0,4984.0,14952.0,12,Si,False
MOV-00106,26/04/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,2.0,1017.25,2034.5,4,Si,False
MOV-01782,31/08/2025,REF-105,Gas refrigerante R-404a,Refrigerante,OCCIDENTE,4.0,1506.7,6026.8,6,Si,False
MOV-00719,15/03/2025,REF-112,Capacitor de arranque,Electrico,Centro,,262.55,787.65,4,No,False
MOV-00209,25/01/2025,REF-116,Motor de damper,Ventilacion,Occidente,2.0,811.26,1622.52,10,No,False
MOV-00912,24/08/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,1.0,1078.2,1078.2,4,Si,True
MOV-00754,10/03/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,2.0,7819.24,15638.48,18,Si,False
MOV-01887,25/01/2025,REF-111,Rele de arranque,Electrico,Sureste,1.0,173.0,173.0,3,No,False
MOV-00259,10/12/2025,REF-103,Compresor 3/4 HP,Compresor, Norte,1.0,8549.34,8549.34,18,Si,False
MOV-01151,22/01/2025,REF-101,Compresor 1/3 HP,Compresor,Sureste,1.0,4939.08,4939.08,12,Si,False
MOV-00597,25/04/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,3.0,1330.89,3992.67,6,Si,False
MOV-00363,04/02/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,1.0,8380.37,8380.37,18,Si,False
MOV-02085,28/06/2025,REF-109,Ventilador evaporador,Ventilacion,Centro,3.0,955.77,2867.31,8,No,False
MOV-00957,03/05/2025,REF-106,Termostato digital,Control,Norte,2.0,709.38,1418.76,5,No,False
MOV-01854,06/06/2025,REF-115,Resistencia de deshielo,Electrico,Bajio,2.0,557.35,1114.7,6,No,False
MOV-02049,03/01/2025,REF-112,Capacitor de arranque,Electrico,Centro,2.0,266.29,532.58,4,No,False
MOV-01105,14/05/2025,REF-116,Motor de damper,Ventilacion,Centro,3.0,813.14,2439.42,10,No,False
MOV-01021,22/07/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,3.0,8759.33,26277.99,18,Si,False
MOV-00444,22/12/2025,REF-106,Termostato digital,Control,Sureste,1.0,679.47,679.47,5,No,False
MOV-02074,09/02/2025,REF-109,Ventilador evaporador,Ventilacion,Bajio,1.0,881.68,881.68,8,No,False
MOV-00977,19/10/2025,REF-118,Contactor,Electrico,Centro,2.0,447.15,894.3,5,No,False
MOV-00455,14/01/2025,REF-118,Contactor,Electrico,Norte,1.0,400.2,400.2,5,No,False
MOV-01229,23/01/2025,REF-108,Empaque de puerta,Sello,Norte,2.0,533.92,1067.84,7,Si,True
MOV-01235,02/11/2025,REF-113,Filtro deshidratador,Filtro,Sureste,1.0,155.52,155.52,5,No,False
MOV-00182,15/01/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,3.0,966.67,2900.01,8,No,False
MOV-01444,28/10/2025,REF-111,Rele de arranque,Electrico,Centro,2.0,199.73,399.46,3,No,False
MOV-01423,13/07/2025,REF-117,Sensor de temperatura,Control,Centro,3.0,321.07,963.21,4,No,False
MOV-01380,14/02/2025,REF-113,Filtro deshidratador,Filtro,Occidente,1.0,176.31,176.31,5,No,False
MOV-01725,14/01/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,2.0,1080.99,2161.98,4,Si,True
MOV-01682,17/11/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,513.49,513.49,7,Si,False
MOV-01803,05/09/2025,REF-117,Sensor de temperatura,Control,Occidente,3.0,330.85,992.55,4,No,False
MOV-00272,25/03/2025,REF-108,Empaque de puerta,Sello,Sureste,3.0,509.44,1528.32,7,Si,False
MOV-00100,15/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,3.0,1031.31,3093.93,4,Si,False
MOV-01172,30/01/2025,REF-103,Compresor 3/4 HP,Compresor,Sureste,3.0,7976.36,23929.08,18,Si,False
MOV-01901,27/05/2025,REF-110,Ventilador condensador,Ventilacion,Bajio,3.0,1032.11,3096.33,9,No,False
MOV-00512,28/11/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,1.0,1540.81,1540.81,6,Si,False
MOV-01462,17/08/2025,REF-116,Motor de damper,Ventilacion,Centro,2.0,790.62,1581.24,10,No,False
MOV-01058,06/09/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,3.0,8441.74,25325.22,18,Si,False
MOV-00198,25/08/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,1.0,6263.95,6263.95,14,Si,True
MOV-01860,14/04/2025,REF-113,Filtro deshidratador,Filtro,OCCIDENTE,3.0,172.42,517.26,5,No,False
MOV-00304,05/05/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Occidente,3.0,1429.99,4289.97,6,Si,False
MOV-01839,02/11/2025,REF-111,Rele de arranque,Electrico,Centro,1.0,183.71,183.71,3,No,False
MOV-00047,19/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,1.0,1082.1,1082.1,4,Si,False
MOV-00801,18/06/2025,REF-114,Valvula de expansion,Control,Norte,2.0,1475.43,2950.86,11,No,False
MOV-01753,18/03/2025,REF-117,Sensor de temperatura,Control,Bajio,1.0,330.07,330.07,4,No,False
MOV-00248,01/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,2.0,990.15,1980.3,4,Si,False
MOV-00489,29/10/2025,REF-113,Filtro deshidratador,Filtro,Bajio,2.0,173.69,347.38,5,No,False
MOV-01781,17/04/2025,REF-113,Filtro deshidratador,Filtro,Bajio,1.0,159.41,159.41,5,No,False
MOV-00229,27/11/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,2.0,9058.08,18116.16,18,Si,False
MOV-00671,01/08/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,2.0,945.49,1890.98,8,No,False
MOV-01878,17/09/2025,REF-115,Resistencia de deshielo,Electrico,Norte,3.0,603.03,1809.09,6,No,False
MOV-00154,22/02/2025,REF-111,Rele de arranque,Electrico,Bajio,2.0,187.81,375.62,3,No,False
MOV-01578,01/02/2025,REF-114,Valvula de expansion,Control,Bajio,2.0,1322.84,2645.68,11,No,False
MOV-00650,27/11/2025,REF-113,Filtro deshidratador,Filtro,Occidente,2.0,168.34,336.68,5,No,False
MOV-00832,28/07/2025,REF-117,Sensor de temperatura,Control,Centro,3.0,323.28,969.84,4,No,False
