folio,fecha_apertura,fecha_cierre,cliente,region,tipo_equipo,tipo_servicio,falla_reportada,tecnico_id,requiere_refaccion,horas_respuesta,costo_servicio,reincidencia_30d,estatus
F-202500318,2025-09-23 11:00,2025-09-26 12:06,Cliente 031,Norte,Camara fria,Correctivo,Falla de compresor,TEC-010,Si,73.1,3479.9,No,Cerrado
F-202500149,2025-10-27 12:00,2025-10-27 17:18,Cliente 051,Centro,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-009,No,5.3,11101.9,Si,Cerrado
F-202500856,2025-11-07 15:00,2025-11-09 10:30,Cliente 017,Norte,Congelador horizontal,Correctivo,Problema electrico,TEC-005,Si,43.5,10452.85,No,Cerrado
F-202501035,2025-01-25 12:00,2025-01-27 13:12,Cliente 036,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-026,Si,49.2,5066.81,No,Cerrado
F-202500265,2025-12-28 13:00,2025-12-31 13:00,Cliente 019,Sureste,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-006,Si,72.0,6346.88,No,Cerrado
F-202501251,2025-03-30 17:00,2025-04-01 14:00,Cliente 014,Sureste,Maquina de hielo,Correctivo,Problema electrico,TEC-025,No,45.0,13400.19,No,Cerrado
F-202500899,2025-01-26 09:00,2025-01-27 23:54,Cliente 007,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-017,No,38.9,1199.84,Si,Cerrado
F-202500113,2025-07-22 15:00,2025-07-24 17:00,Cliente 021,Norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-027,Si,50.0,17166.84,No,Cerrado
F-202500564,2025-03-08 16:00,2025-03-10 12:00,Cliente 037, Centro ,Camara fria,Correctivo,Termostato descalibrado,TEC-009,No,44.0,1507.84,Si,Cerrado
F-202500082,2025-06-09 07:00,2025-06-10 11:48,Cliente 053,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-015,No,28.8,12303.22,No,Cerrado
F-202500973,2025-06-24 07:00,2025-06-24 15:48,Cliente 006,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-020,No,8.8,1737.62,No,Cerrado
F-202500145,2025-12-29 09:00,2025-12-29 17:48,Cliente 019,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-027,No,8.8,1136.9,No,Cerrado
F-202500353,2025-04-20 14:00,2025-04-21 21:36,Cliente 055,Occidente,Refrigerador vertical,Correctivo,Termostato descalibrado,,No,31.6,10531.89,No,Cerrado
F-202500612,2025-06-18 11:00,2025-06-19 13:18,Cliente 007,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-034,No,26.3,1259.19,No,Cerrado
F-202500935,2025-06-11 13:00,2025-06-11 19:30,Cliente 022,Bajio,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-031,No,6.5,1118.98,No,Cerrado
F-202500593,2025-03-29 10:00,2025-04-03 02:24,Cliente 047,Centro,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-012,Si,112.4,17948.11,No,Cerrado
F-202500589,2025-11-02 09:00,2025-11-04 09:42,Cliente 060,Sureste,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-021,No,48.7,11717.74,No,Cerrado
F-202501036,2025-09-29 13:00,2025-09-30 07:00,Cliente 012,Sureste,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-006,No,18.0,1410.84,No,Cerrado
F-202500138,2025-01-12 08:00,2025-01-13 08:48,Cliente 034,Occidente,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-025,No,24.8,13171.19,No,Cerrado
F-202500412,2025-03-25 14:00,2025-03-26 23:00,Cliente 003,Bajio,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-028,Si,33.0,10853.56,No,Cerrado
F-202500417,2025-12-20 09:00,2025-12-22 08:54,Cliente 041,Occidente,Refrigerador vertical,Correctivo,Problema electrico,TEC-014,No,47.9,2508.67,Si,Cerrado
F-202501117,2025-12-30 15:00,2025-12-30 23:06,Cliente 036,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-011,No,8.1,5946.14,No,Cerrado
F-202500499,2025-12-05 15:00,2025-12-06 20:30,Cliente 057,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-037,Si,29.5,5438.54,No,Cerrado
F-202501233,2025-12-21 17:00,2025-12-23 19:12,Cliente 056,Occidente,Camara fria,Preventivo,Mantenimiento programado,TEC-026,Si,50.2,6204.54,No,Cerrado
F-202500002,2025-10-10 09:00,2025-10-10 22:18,Cliente 013,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-021,No,13.3,2401.81,No,Cerrado
F-202501234,2025-10-01 13:00,2025-10-04 14:36,Cliente 021,Norte,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-021,Si,73.6,8433.7,No,cerrado
F-202500752,2025-02-23 10:00,2025-02-24 23:30,Cliente 009,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-009,Si,37.5,6886.01,No,Cerrado
F-202500302,2025-10-29 09:00,2025-10-31 08:30,Cliente 018,Sureste,Congelador horizontal,Correctivo,Problema electrico,TEC-002,No,47.5,7688.27,No,Cerrado
F-202501092,2025-06-13 10:00,2025-06-15 16:42,Cliente 005,Bajio,Camara fria,Correctivo,Falla de compresor,TEC-025,Si,54.7,3440.41,No,Cerrado
F-202500319,2025-12-09 11:00,2025-12-10 15:54,Cliente 006,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-001,No,28.9,1764.43,No,Cerrado
F-202501285,2025-05-20 13:00,2025-05-21 12:42,Cliente 031,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-017,No,23.7,2080.84,No,Cerrado
F-202500698,2025-08-04 17:00,2025-08-05 19:30,Cliente 055,BAJIO,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-014,No,-26.5,8393.85,No,Cerrado
F-202500790,2025-01-05 14:00,2025-01-07 14:42,Cliente 028,Sureste,Refrigerador vertical,Correctivo,Falla de compresor,TEC-022,Si,48.7,4465.52,No,Cerrado
F-202500609,2025-12-19 16:00,2025-12-21 09:30,Cliente 050,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-032,Si,41.5,16113.94,No,Cerrado
F-202500249,2025-10-15 18:00,2025-10-18 17:06,Cliente 016,Sureste,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-038,Si,71.1,6720.37,No,Cerrado
F-202500244,2025-08-26 14:00,2025-08-26 23:42,Cliente 032,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-003,No,9.7,2332.22,No,Cerrado
F-202500088,2025-04-25 07:00,2025-04-25 20:18,Cliente 028,Bajio,Maquina de hielo,Correctivo,Problema electrico,TEC-015,No,13.3,13647.1,No,Cerrado
F-202500469,2025-03-08 07:00,2025-03-09 02:30,Cliente 031,Norte,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-024,No,19.5,1148.56,No,Cerrado
F-202501221,2025-08-26 17:00,2025-08-28 10:12,Cliente 027,Occidente,Congelador horizontal,Correctivo,Problema electrico,TEC-020,No,,4934.16,No,Cerrado
F-202500741,2025-10-26 15:00,2025-10-27 18:18,Cliente 001,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-012,No,27.3,1807.37,No,Cerrado
F-202500363,2025-03-23 07:00,2025-03-25 23:00,Cliente 006,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-033,Si,64.0,14949.27,No,Cerrado
F-202500032,2025-03-24 09:00,2025-03-25 23:42,Cliente 031,Norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-009,Si,38.7,13080.47,No,Cerrado
F-202501194,2025-09-14 08:00,2025-09-16 22:18,Cliente 056,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-030,No,62.3,7170.56,No,Cerrado
F-202500181,2025-12-09 10:00,2025-12-10 09:06,Cliente 026,Occidente,Camara fria,Correctivo,Falla de compresor,TEC-010,Si,23.1,17016.88,No,En proceso
F-202500340,2025-12-14 09:00,2025-12-16 01:36,Cliente 052,Occidente,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-029,No,40.6,11414.3,No,Cerrado
F-202500726,2025-02-12 10:00,2025-02-12 19:42,Cliente 009,Bajio,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-019,No,9.7,7696.2,No,Cerrado
F-202500615,2025-09-08 14:00,2025-09-10 09:18,Cliente 007,Bajio,Refrigerador vertical,Correctivo,Falla de compresor,TEC-006,Si,43.3,16636.28,No,Cerrado
F-202500730,2025-08-29 10:00,2025-08-30 15:06,Cliente 016,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-027,No,29.1,11531.05,No,Cerrado
F-202501343,2025-02-13 13:00,2025-02-14 14:36,Cliente 054,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-003,Si,25.6,10573.53,No,Cerrado
F-202500882,2025-11-07 11:00,2025-11-08 06:24,Cliente 036,Centro,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-018,Si,19.4,14458.94,Si,Cerrado
F-202500187,2025-03-02 16:00,2025-03-04 11:18,Cliente 012,Bajio,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-021,No,43.3,7886.85,Si,Cerrado
F-202500358,2025-11-22 14:00,2025-11-23 08:24,Cliente 015,Sureste,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-028,No,18.4,1575.28,No,Cerrado
F-202500579,2025-11-23 07:00,2025-11-27 21:06,Cliente 020,Norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-037,Si,110.1,11890.26,No,Cerrado
F-202500473,2025-06-07 14:00,2025-06-08 20:24,Cliente 028,sureste,Camara fria,Correctivo,Termostato descalibrado,TEC-035,No,30.4,11035.03,No,Cerrado
F-202500230,2025-03-06 08:00,2025-03-07 06:12,Cliente 033,Bajio,Refrigerador vertical,Correctivo,Problema electrico,TEC-004,No,22.2,9424.07,No,Cerrado
F-202500909,2025-05-16 10:00,2025-05-20 05:48,Cliente 029,norte,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-011,Si,91.8,8273.33,No,cerrado
F-202500493,2025-10-02 17:00,2025-10-04 08:30,Cliente 058,Norte,Camara fria,Preventivo,Mantenimiento programado,TEC-027,Si,39.5,6267.23,No,Cerrado
F-202500952,2025-04-22 16:00,2025-04-26 14:06,Cliente 024,Occidente,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-020,Si,94.1,8113.86,No,Cerrado
F-202500356,2025-12-29 10:00,2025-12-29 17:00,Cliente 026,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-021,No,7.0,865.83,No,Cerrado
F-202501128,2025-08-21 18:00,2025-08-23 03:42,Cliente 020,Sureste,Vitrina refrigerada,Instalacion,Fuga de refrigerante,TEC-022,Si,33.7,16302.2,Si,Cerrado
F-202500167,2025-04-28 18:00,2025-04-30 05:30,Cliente 026,Centro,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-029,No,35.5,2971.82,Si,Cerrado
F-202500313,2025-02-13 17:00,2025-02-15 17:18,Cliente 045,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-009,Si,48.3,6095.52,No,Cerrado
F-202500087,2025-02-05 08:00,2025-02-06 11:48,Cliente 021,Sureste,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-002,Si,27.8,7737.1,Si,Cerrado
F-202500291,2025-10-22 16:00,2025-10-24 18:18,Cliente 002,Occidente,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-020,No,50.3,3302.35,No,Cerrado
F-202500894,2025-12-24 15:00,2025-12-25 20:30,Cliente 037,Centro,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-015,No,29.5,4751.9,No,Cerrado
F-202501260,2025-10-20 08:00,2025-10-21 01:48,Cliente 059,Centro,Vitrina refrigerada,Correctivo,Problema electrico,TEC-017,No,17.8,8260.67,No,Cerrado
F-202500189,2025-03-29 17:00,2025-03-30 22:00,Cliente 023,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-007,Si,29.0,5910.23,Si,Cerrado
F-202500775,2025-11-05 09:00,2025-11-05 17:48,Cliente 049,Bajio,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-016,No,8.8,8960.34,Si,Cerrado
F-202501123,2025-04-09 09:00,2025-04-11 13:48,Cliente 050, Bajio ,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-001,Si,52.8,7682.03,No,Cerrado
F-202500957,2025-05-27 11:00,2025-05-28 19:12,Cliente 013,Bajio,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-034,No,32.2,11519.88,Si,Cerrado
F-202501142,2025-05-04 18:00,2025-05-07 16:18,Cliente 041, Bajio ,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-038,Si,70.3,11677.28,No,Cerrado
F-202500864,2025-10-09 13:00,2025-10-10 23:06,Cliente 033,Centro,Camara fria,Correctivo,Acumulacion de hielo,TEC-018,No,34.1,9475.29,No,Cerrado
F-202500986,2025-08-27 17:00,2025-08-28 14:18,Cliente 043,occidente,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-024,No,21.3,2258.92,No,Cerrado
F-202500751,2025-12-17 10:00,2025-12-19 06:18,Cliente 003,Norte,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-026,Si,44.3,10639.05,No,Cerrado
F-202500379,2025-05-19 10:00,2025-05-21 21:42,Cliente 017,Bajio,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-038,Si,59.7,11041.63,No,Cerrado
F-202500931,2025-07-16 07:00,2025-07-21 01:06,Cliente 049,Norte,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-037,Si,114.1,6382.66,No,Cerrado
F-202500883,2025-06-13 10:00,2025-06-13 23:18,Cliente 009,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-031,No,13.3,7131.92,No,Cerrado
F-202500124,2025-06-21 08:00,2025-06-23 06:12,Cliente 039,Occidente,Camara fria,Correctivo,Acumulacion de hielo,TEC-001,No,46.2,12444.18,No,cerrado
F-202500569,2025-08-23 17:00,2025-08-26 21:00,Cliente 021,Bajio,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-014,No,76.0,13023.52,Si,Cerrado
F-202501222,2025-07-21 11:00,2025-07-25 16:12,Cliente 045,Sureste,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-002,Si,101.2,12635.96,No,Cerrado
F-202500655,2025-07-21 15:00,2025-07-22 19:06,Cliente 032,Centro,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-028,No,28.1,7371.97,No,Cerrado
F-202500902,2025-01-16 08:00,2025-01-18 23:24,Cliente 002,Occidente,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-017,Si,63.4,17731.13,Si,Cerrado
F-202501052,2025-05-14 17:00,2025-05-17 01:24,Cliente 034,Norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-013,Si,56.4,6067.78,No,Cerrado
F-202501270,2025-01-18 18:00,2025-01-23 02:36,Cliente 039,Bajio,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-014,Si,104.6,9009.48,No,Cerrado
F-202501400,2025-04-20 11:00,2025-04-23 03:36,Cliente 045,Occidente,Congelador horizontal,Correctivo,Falla de compresor,TEC-037,Si,64.6,12928.7,No,Cerrado
F-202501121,2025-01-06 12:00,2025-01-09 19:48,Cliente 020,Centro,Congelador horizontal,Correctivo,Problema electrico,TEC-006,Si,79.8,7071.1,No,Cerrado
F-202500910,2025-02-03 13:00,2025-02-04 03:24,Cliente 027,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-002,No,14.4,2334.87,Si,Cerrado
F-202501294,2025-01-02 12:00,2025-01-05 10:12,Cliente 044,Sureste,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-036,Si,70.2,14153.31,No,Cerrado
F-202500294,2025-05-02 11:00,2025-05-03 09:36,Cliente 042,NORTE,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-007,No,22.6,1951.6,No,Cerrado
F-202500188,2025-05-20 07:00,2025-05-22 00:42,Cliente 009,Norte,Refrigerador vertical,Correctivo,Problema electrico,TEC-033,No,41.7,12480.08,No,Cerrado
F-202501032,2025-03-05 13:00,2025-03-05 21:00,Cliente 012,Norte,Camara fria,Preventivo,Mantenimiento programado,TEC-029,No,8.0,2139.42,No,Cerrado
F-202500741,2025-10-26 15:00,2025-10-27 18:18,Cliente 001,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-012,No,27.3,1807.37,No,Cerrado
F-202500222,2025-06-16 07:00,2025-06-18 08:18,Cliente 002,BAJIO,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-030,No,49.3,3465.36,No,Cerrado
F-202500217,2025-01-29 16:00,2025-01-30 12:18,Cliente 028,Centro,Maquina de hielo,Correctivo,Problema electrico,TEC-030,Si,20.3,10419.93,Si,Cerrado
F-202501179,2025-04-05 18:00,2025-04-07 02:54,Cliente 027,Centro,Refrigerador vertical,Correctivo,Problema electrico,TEC-030,No,32.9,3812.09,No,Cerrado
F-202501351,2025-01-23 09:00,2025-01-24 21:48,Cliente 050,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-015,Si,36.8,19511.56,No,Cerrado
F-202500007,2025-02-01 11:00,2025-02-05 13:54,Cliente 037,Sureste,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-018,Si,98.9,14444.76,Si,Cerrado
F-202500058,2025-02-26 12:00,2025-02-26 20:30,Cliente 025,Bajio,Refrigerador vertical,Correctivo,Problema electrico,TEC-003,No,8.5,6536.97,No,Cerrado
F-202500375,2025-11-20 16:00,2025-11-21 19:36,Cliente 001,Norte,Camara fria,Preventivo,Mantenimiento programado,TEC-037,No,27.6,1897.61,No,Cerrado
F-202501180,2025-01-10 13:00,2025-01-10 23:42,Cliente 038,Sureste,Camara fria,Preventivo,Mantenimiento programado,TEC-024,No,,1135.33,No,Cerrado
F-202500250,2025-01-16 17:00,2025-01-18 13:18,Cliente 005,Occidente,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-031,Si,,9256.38,Si,Cerrado
F-202500029,2025-07-19 10:00,2025-07-22 06:18,Cliente 009,Occidente,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-017,Si,68.3,7534.66,No,Cerrado
F-202500572,2025-06-01 18:00,2025-06-05 09:18,Cliente 016,Sureste,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-002,Si,87.3,12698.36,No,Cerrado
F-202500020,2025-06-14 12:00,2025-06-15 21:30,Cliente 043,Sureste,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-027,No,33.5,2163.84,No,Cerrado
F-202500500,2025-06-05 11:00,2025-06-06 20:42,Cliente 017,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-030,Si,33.7,6537.37,No,Cerrado
F-202501065,2025-10-02 12:00,2025-10-04 19:06,Cliente 008,Centro,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-012,Si,55.1,18454.71,No,Cerrado
F-202500964,2025-03-21 08:00,2025-03-21 22:42,Cliente 024,Occidente,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-002,No,14.7,2954.6,No,Cerrado
F-202500449,2025-07-10 13:00,2025-07-12 06:30,Cliente 007,Bajio,Vitrina refrigerada,Correctivo,Problema electrico,TEC-018,Si,41.5,6966.89,Si,Cerrado
F-202501003,2025-07-23 15:00,2025-07-24 15:42,Cliente 020,Occidente,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-029,No,24.7,1873.33,No,Cerrado
F-202500212,2025-09-19 08:00,2025-09-20 13:00,Cliente 044,Occidente,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-016,No,29.0,2027.09,No,Cerrado
F-202500594,2025-12-24 14:00,2025-12-25 23:24,Cliente 015,Centro,Congelador horizontal,Instalacion,Falla de compresor,TEC-005,Si,33.4,18678.52,Si,Cerrado
F-202500942,2025-05-28 11:00,2025-05-29 08:36,Cliente 021,Centro,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-035,No,21.6,13335.95,No,Cerrado
F-202500634,2025-05-19 15:00,2025-05-20 02:06,Cliente 025,Bajio,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-031,No,11.1,2542.96,No,Cerrado
F-202500476,2025-10-14 08:00,2025-10-15 01:36,Cliente 036,Occidente,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-020,No,17.6,3488.31,No,En proceso
F-202500052,2025-03-13 07:00,2025-03-14 07:18,Cliente 012,Norte,Refrigerador vertical,Correctivo,Problema electrico,TEC-024,No,24.3,4962.17,Si,Cerrado
F-202501393,2025-12-26 15:00,2025-12-28 09:18,Cliente 053,Norte,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-013,No,42.3,1537.62,No,Cerrado
F-202500761,2025-03-06 16:00,2025-03-07 08:30,Cliente 036,Bajio,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-035,Si,,12317.22,No,Cerrado
F-202500059,2025-09-29 10:00,2025-09-30 04:48,Cliente 005,Sureste,Vitrina refrigerada,Instalacion,Fuga de refrigerante,TEC-025,No,18.8,12236.68,No,Cerrado
F-202501213,2025-06-18 09:00,2025-06-20 05:48,Cliente 017,Bajio,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-015,Si,44.8,12851.8,Si,Cerrado
F-202500049,2025-09-05 15:00,2025-09-07 20:42,Cliente 037,Norte,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-036,Si,53.7,4507.39,No,Cerrado
F-202501318,2025-08-04 15:00,2025-08-07 00:42,Cliente 022,Sureste,Vitrina refrigerada,Correctivo,Problema electrico,TEC-019,No,57.7,5277.41,No,Cerrado
F-202500043,2025-09-13 18:00,2025-09-15 02:18,Cliente 015, Centro ,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-011,Si,32.3,13639.97,No,Cerrado
F-202500638,2025-04-19 07:00,2025-04-20 14:30,Cliente 015,Centro,Refrigerador vertical,Correctivo,Problema electrico,TEC-034,No,31.5,9882.93,No,Cerrado
F-202500401,2025-12-31 07:00,2025-12-31 19:54,Cliente 041,Norte,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-034,No,12.9,888.34,Si,Cerrado
F-202500746,2025-05-13 12:00,2025-05-14 07:42,Cliente 031,Sureste,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-021,No,19.7,2394.55,No,Cerrado
F-202500127,2025-01-29 10:00,2025-01-31 07:06,Cliente 026,Bajio,Camara fria,Correctivo,Fuga de refrigerante,TEC-005,No,45.1,11961.46,No,Cerrado
F-202501161,2025-08-01 13:00,2025-08-02 13:12,Cliente 059,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-001,No,24.2,1152.74,No,Cerrado
F-202500783,2025-02-14 14:00,2025-02-16 07:48,Cliente 047,Occidente,Refrigerador vertical,Correctivo,Problema electrico,TEC-019,Si,41.8,16801.59,Si,Cerrado
F-202500523,2025-03-12 16:00,2025-03-13 20:12,Cliente 029,Bajio,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-022,No,,8052.33,No,Cerrado
F-202500361,2025-11-05 11:00,2025-11-06 11:06,Cliente 042,Centro,Maquina de hielo,Instalacion,Problema electrico,TEC-015,Si,24.1,14702.6,No,Cerrado
F-202501357,2025-05-06 17:00,2025-05-08 07:06,Cliente 046,Occidente,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-008,Si,38.1,16541.98,No,Cerrado
F-202500920,2025-08-21 16:00,2025-08-23 13:06,Cliente 015,Sureste,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-034,No,45.1,6435.17,Si,Cerrado
F-202500120,2025-02-11 12:00,2025-02-13 11:42,Cliente 029,Centro,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-029,Si,47.7,7753.67,No,Cerrado
F-202500288,2025-07-28 11:00,2025-07-31 14:42,Cliente 049,Bajio,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-035,Si,75.7,12662.46,No,Cerrado
F-202501256,2025-01-31 13:00,2025-02-02 09:12,Cliente 055,Sureste,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-012,No,44.2,2760.21,No,Cerrado
F-202500325,2025-12-22 13:00,2025-12-22 23:12,Cliente 020, Bajio ,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-014,No,10.2,2409.31,Si,Cerrado
F-202501210,2025-12-18 16:00,2025-12-19 16:30,Cliente 029,Bajio,Camara fria,Preventivo,Mantenimiento programado,TEC-006,Si,24.5,,Si,cerrado
F-202500672,2025-08-13 14:00,2025-08-15 09:06,Cliente 016,Bajio,Refrigerador vertical,Correctivo,Falla de compresor,TEC-022,Si,43.1,14453.76,No,Cerrado
F-202501226,2025-12-20 13:00,2025-12-21 07:30,Cliente 040,Bajio,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-015,No,18.5,1556.02,No,Cerrado
